2024-07-03 17:40:59 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:41:02 {'S1': 338, 'S2': 351, 'V1': 106, 'V2': 110}
2024-07-03 17:41:02 {'S1': 338, 'S2': 351, 'V1': 106, 'V2': 110}
2024-07-03 17:41:02 {'S1': 339, 'S2': 351, 'V1': 106, 'V2': 110}
2024-07-03 17:41:02 {'S1': 339, 'S2': 351, 'V1': 106, 'V2': 110}
2024-07-03 17:41:02 {'S1': 339, 'S2': 352, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 339, 'S2': 352, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 339, 'S2': 352, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 340, 'S2': 352, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 340, 'S2': 352, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 340, 'S2': 352, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 340, 'S2': 353, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 340, 'S2': 353, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 340, 'S2': 353, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 341, 'S2': 353, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 341, 'S2': 353, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 341, 'S2': 354, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 341, 'S2': 354, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 341, 'S2': 354, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 341, 'S2': 354, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 342, 'S2': 354, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 342, 'S2': 354, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 342, 'S2': 355, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 342, 'S2': 355, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 342, 'S2': 355, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 343, 'S2': 355, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 343, 'S2': 355, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 343, 'S2': 356, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 343, 'S2': 356, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 343, 'S2': 356, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 343, 'S2': 356, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 344, 'S2': 356, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 344, 'S2': 357, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 344, 'S2': 357, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 344, 'S2': 357, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 344, 'S2': 357, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 344, 'S2': 357, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 345, 'S2': 357, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 345, 'S2': 358, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 345, 'S2': 358, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 345, 'S2': 358, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 345, 'S2': 358, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 346, 'S2': 358, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 346, 'S2': 359, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 346, 'S2': 359, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 346, 'S2': 359, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 346, 'S2': 359, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 346, 'S2': 359, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 347, 'S2': 359, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 347, 'S2': 360, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 347, 'S2': 360, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 347, 'S2': 360, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 347, 'S2': 360, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 347, 'S2': 360, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 348, 'S2': 361, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 348, 'S2': 361, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 348, 'S2': 361, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 348, 'S2': 361, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 348, 'S2': 361, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 349, 'S2': 361, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 349, 'S2': 362, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 349, 'S2': 362, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 349, 'S2': 362, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 349, 'S2': 362, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 349, 'S2': 362, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 350, 'S2': 363, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 350, 'S2': 363, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 350, 'S2': 363, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 350, 'S2': 363, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 350, 'S2': 363, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 350, 'S2': 363, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 351, 'S2': 364, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 351, 'S2': 364, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 351, 'S2': 364, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 351, 'S2': 364, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 351, 'S2': 364, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 352, 'S2': 365, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 352, 'S2': 365, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 352, 'S2': 365, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 352, 'S2': 365, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 352, 'S2': 365, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 352, 'S2': 365, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 353, 'S2': 366, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 353, 'S2': 366, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 353, 'S2': 366, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 353, 'S2': 366, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 353, 'S2': 366, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 354, 'S2': 367, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 354, 'S2': 367, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 354, 'S2': 367, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 354, 'S2': 367, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 354, 'S2': 367, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 354, 'S2': 368, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 355, 'S2': 368, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 355, 'S2': 368, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 355, 'S2': 368, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 355, 'S2': 368, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 355, 'S2': 368, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 355, 'S2': 369, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 356, 'S2': 369, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 356, 'S2': 369, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 356, 'S2': 369, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 356, 'S2': 369, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 356, 'S2': 370, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 357, 'S2': 370, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 357, 'S2': 370, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 357, 'S2': 370, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 357, 'S2': 370, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 357, 'S2': 370, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 357, 'S2': 371, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 358, 'S2': 371, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 358, 'S2': 371, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 358, 'S2': 371, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 358, 'S2': 371, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 358, 'S2': 372, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 358, 'S2': 372, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 359, 'S2': 372, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 359, 'S2': 372, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 359, 'S2': 372, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 359, 'S2': 372, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 359, 'S2': 373, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 360, 'S2': 373, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 360, 'S2': 373, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 360, 'S2': 373, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 360, 'S2': 373, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 360, 'S2': 374, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 360, 'S2': 374, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 361, 'S2': 374, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 361, 'S2': 374, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 361, 'S2': 374, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 361, 'S2': 374, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 361, 'S2': 375, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 361, 'S2': 375, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 362, 'S2': 375, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 362, 'S2': 375, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 362, 'S2': 375, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 362, 'S2': 376, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 362, 'S2': 376, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 363, 'S2': 376, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 363, 'S2': 376, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 363, 'S2': 376, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 363, 'S2': 377, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 363, 'S2': 377, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 363, 'S2': 377, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 364, 'S2': 377, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 364, 'S2': 377, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 364, 'S2': 377, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 364, 'S2': 378, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 364, 'S2': 378, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 365, 'S2': 378, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 365, 'S2': 378, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 365, 'S2': 378, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 365, 'S2': 379, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 365, 'S2': 379, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 365, 'S2': 379, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 366, 'S2': 379, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 366, 'S2': 379, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 366, 'S2': 379, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 366, 'S2': 380, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 366, 'S2': 380, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 366, 'S2': 380, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 367, 'S2': 380, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 367, 'S2': 380, 'V1': 106, 'V2': 110}
2024-07-03 17:41:03 {'S1': 367, 'S2': 381, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 367, 'S2': 381, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 367, 'S2': 381, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 368, 'S2': 381, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 368, 'S2': 381, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 368, 'S2': 381, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 368, 'S2': 382, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 368, 'S2': 382, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 368, 'S2': 382, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 369, 'S2': 382, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 369, 'S2': 382, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 369, 'S2': 383, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 369, 'S2': 383, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 369, 'S2': 383, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 369, 'S2': 383, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 370, 'S2': 383, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 370, 'S2': 383, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 370, 'S2': 384, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 370, 'S2': 384, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 370, 'S2': 384, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 371, 'S2': 384, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 371, 'S2': 384, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 371, 'S2': 385, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 371, 'S2': 385, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 371, 'S2': 385, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 371, 'S2': 385, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 372, 'S2': 385, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 372, 'S2': 385, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 372, 'S2': 386, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 372, 'S2': 386, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 372, 'S2': 386, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 372, 'S2': 386, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 373, 'S2': 386, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 373, 'S2': 387, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 373, 'S2': 387, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 373, 'S2': 387, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 373, 'S2': 387, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 374, 'S2': 387, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 374, 'S2': 388, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 374, 'S2': 388, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 374, 'S2': 388, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 374, 'S2': 388, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 374, 'S2': 388, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 375, 'S2': 388, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 375, 'S2': 389, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 375, 'S2': 389, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 375, 'S2': 389, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 375, 'S2': 389, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 375, 'S2': 389, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 376, 'S2': 390, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 376, 'S2': 390, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 376, 'S2': 390, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 376, 'S2': 390, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 376, 'S2': 390, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 377, 'S2': 390, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 377, 'S2': 391, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 377, 'S2': 391, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 377, 'S2': 391, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 377, 'S2': 391, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 377, 'S2': 391, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 378, 'S2': 392, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 378, 'S2': 392, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 378, 'S2': 392, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 378, 'S2': 392, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 378, 'S2': 392, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 378, 'S2': 392, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 379, 'S2': 393, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 379, 'S2': 393, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 379, 'S2': 393, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 379, 'S2': 393, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 379, 'S2': 393, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 380, 'S2': 394, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 380, 'S2': 394, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 380, 'S2': 394, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 380, 'S2': 394, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 380, 'S2': 394, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 380, 'S2': 395, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 381, 'S2': 395, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 381, 'S2': 395, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 381, 'S2': 395, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 381, 'S2': 395, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 381, 'S2': 395, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 382, 'S2': 396, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 382, 'S2': 396, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 382, 'S2': 396, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 382, 'S2': 396, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 382, 'S2': 396, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 382, 'S2': 397, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 383, 'S2': 397, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 383, 'S2': 397, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 383, 'S2': 397, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 383, 'S2': 397, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 383, 'S2': 397, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 383, 'S2': 398, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 384, 'S2': 398, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 384, 'S2': 398, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 384, 'S2': 398, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 384, 'S2': 398, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 384, 'S2': 399, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 385, 'S2': 399, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 385, 'S2': 399, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 385, 'S2': 399, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 385, 'S2': 399, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 385, 'S2': 399, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 385, 'S2': 400, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 386, 'S2': 400, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 386, 'S2': 400, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 386, 'S2': 400, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 386, 'S2': 400, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 386, 'S2': 401, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 386, 'S2': 401, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 387, 'S2': 401, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 387, 'S2': 401, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 387, 'S2': 401, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 387, 'S2': 401, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 387, 'S2': 402, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 388, 'S2': 402, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 388, 'S2': 402, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 388, 'S2': 402, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 388, 'S2': 402, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 388, 'S2': 403, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 388, 'S2': 403, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 389, 'S2': 403, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 389, 'S2': 403, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 389, 'S2': 403, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 389, 'S2': 404, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 389, 'S2': 404, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 389, 'S2': 404, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 390, 'S2': 404, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 390, 'S2': 404, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 390, 'S2': 404, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 390, 'S2': 405, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 390, 'S2': 405, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 391, 'S2': 405, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 391, 'S2': 405, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 391, 'S2': 405, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 391, 'S2': 406, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 391, 'S2': 406, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 391, 'S2': 406, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 392, 'S2': 406, 'V1': 106, 'V2': 108}
2024-07-03 17:41:03 {'S1': 392, 'S2': 406, 'V1': 106, 'V2': 108}
